Time,Steering Wheel,Break,Activating Signal
12:01.904,-838,32767,0
12:01.920,-838,32767,0
12:01.946,-837,32767,0
12:01.962,-836,32767,0
12:01.988,-832,32767,0
12:02.003,-831,32767,0
12:02.029,-831,32767,0
12:02.045,-831,32767,0
12:02.072,-831,32767,0
12:02.088,-831,32767,0
12:02.104,-831,32767,0
12:02.135,-831,32767,0
12:02.148,-831,32767,0
12:02.161,-831,32767,0
12:02.190,-831,32767,0
12:02.203,-831,32767,0
12:02.232,-831,32767,0
12:02.244,-831,32767,0
12:02.260,-831,32767,0
12:02.286,-831,32767,0
12:02.302,-831,32767,0
12:02.327,-831,32767,0
12:02.343,-831,32767,0
12:02.367,-831,32767,0
12:02.384,-831,32767,0
12:02.408,-831,32767,0
12:02.425,-831,32767,0
12:02.441,-831,32767,0
12:02.473,-831,32767,0
12:02.489,-831,32767,0
12:02.505,-831,32767,0
12:02.525,-831,32767,0
12:02.558,-831,32767,0
12:02.572,-831,32767,0
12:02.585,-831,32767,0
12:02.602,-831,32767,0
12:02.628,-831,32767,0
12:02.644,-831,32767,0
12:02.669,-831,32767,0
12:02.685,-831,32767,0
12:02.710,-831,32767,0
12:02.725,-830,32767,0
12:02.751,-824,32767,0
12:02.767,-819,32767,5
12:02.782,-811,32767,0
12:02.809,-804,32767,0
12:02.822,-799,32767,0
12:02.850,-799,32767,0
12:02.862,-799,32767,0
12:02.889,-799,32767,0
12:02.903,-799,32767,0
12:02.933,-791,32767,0
12:02.948,-779,32767,0
12:02.961,-766,32767,0
12:02.989,-726,32767,0
12:03.003,-707,32767,0
12:03.032,-648,32767,0
12:03.046,-615,32767,0
12:03.062,-582,32767,0
12:03.087,-514,32767,0
12:03.103,-477,32767,0
12:03.129,-406,32767,0
12:03.144,-374,32767,0
12:03.169,-320,32767,0
12:03.185,-300,32767,0
12:03.211,-262,32767,0
12:03.228,-253,32767,0
12:03.242,-246,32767,0
12:03.273,-246,32767,0
12:03.287,-246,32767,0
12:03.302,-246,32767,0
12:03.333,-246,32767,0
12:03.346,-246,32767,0
12:03.361,-246,32767,0
12:03.387,-246,32767,0
12:03.403,-246,32767,0
12:03.428,-246,32767,0
12:03.443,-246,32767,0
12:03.470,-246,32767,0
12:03.485,-246,32767,0
12:03.514,-242,32767,0
12:03.531,-240,32767,0
12:03.547,-228,32767,0
12:03.563,-213,32767,0
12:03.593,-163,32767,0
12:03.606,-131,32767,0
12:03.622,-98,32767,0
12:03.647,-18,32767,0
12:03.664,23,32767,0
12:03.689,121,32767,0
12:03.706,155,32767,0
12:03.733,238,32767,0
12:03.749,272,32767,0
12:03.762,305,32767,0
12:03.791,350,32767,0
12:03.804,371,32767,0
12:03.833,396,32767,0
12:03.845,403,32767,0
12:03.873,404,32767,0
12:03.887,404,32767,0
12:03.915,404,32767,0
12:03.929,408,32767,0
12:03.942,408,32767,0
12:03.970,408,32767,0
12:03.984,408,32767,0
12:04.011,408,32767,0
12:04.025,408,32767,0
12:04.042,408,32767,0
12:04.067,408,32767,0
12:04.084,408,32767,0
12:04.108,408,32767,0
12:04.125,408,32767,0
12:04.150,408,32767,0
12:04.167,408,32767,0
12:04.190,408,32767,0
12:04.206,408,32767,0
12:04.232,408,32767,0
12:04.247,408,32767,0
12:04.273,408,32767,0
12:04.289,408,32767,0
12:04.302,408,32767,0
12:04.331,408,32767,0
12:04.344,408,32767,0
12:04.372,408,32767,0
12:04.386,408,32767,0
12:04.414,408,32767,0
12:04.427,408,32767,0
12:04.455,408,32767,0
12:04.469,408,32767,0
12:04.482,408,32767,0
12:04.510,408,32767,0
12:04.524,408,32767,0
12:04.541,408,32767,0
12:04.566,408,32767,0
12:04.582,408,32767,0
12:04.605,408,32767,0
12:04.622,408,32767,0
12:04.645,408,32767,0
12:04.662,408,32767,0
12:04.687,408,32767,0
12:04.703,408,32767,0
12:04.727,408,32767,0
12:04.743,408,32767,0
12:04.768,408,32767,0
12:04.784,408,32767,0
12:04.809,408,32767,0
12:04.824,408,32767,0
12:04.849,408,32767,0
12:04.865,408,32767,0
12:04.890,408,32767,0
12:04.905,408,32767,0
12:04.931,408,32767,0
12:04.947,408,32767,0
12:04.961,408,32767,0
12:04.989,408,32767,0
12:05.002,408,32767,0
12:05.028,408,32767,0
12:05.041,408,32767,0
12:05.069,408,32767,0
12:05.083,408,32767,0
12:05.111,408,32767,0
12:05.125,408,32767,0
12:05.152,408,32767,0
12:05.165,408,32767,0
12:05.194,408,32767,0
12:05.208,408,32767,0
12:05.221,408,32767,0
12:05.250,408,32767,0
12:05.264,408,32767,0
12:05.290,408,32767,0
12:05.302,408,32767,0
12:05.330,408,32767,0
12:05.344,408,32767,0
12:05.361,408,32767,0
12:05.386,408,32767,0
12:05.402,408,32767,0
12:05.427,408,32767,0
12:05.444,408,32767,0
12:05.468,408,32767,0
12:05.484,408,32767,0
12:05.508,408,32767,0
12:05.525,410,32767,0
12:05.550,423,32767,0
12:05.566,435,32767,0
12:05.591,469,32767,0
12:05.607,488,32767,0
12:05.632,540,32767,0
12:05.647,560,32767,0
12:05.672,607,32767,0
12:05.689,626,32767,0
12:05.701,646,32767,0
12:05.729,672,32767,0
12:05.742,691,32767,0
12:05.772,710,32767,0
12:05.785,717,32767,0
12:05.813,718,32767,0
12:05.825,718,32767,0
12:05.851,718,32767,0
12:05.865,717,32767,0
12:05.892,699,32767,0
12:05.905,664,32767,0
12:05.932,565,32767,0
12:05.945,469,32767,0
12:05.972,306,32767,0
12:05.984,155,32767,0
12:06.015,-38,32767,0
12:06.027,-168,32767,0
12:06.041,-249,32767,0
12:06.069,-444,32767,0
12:06.082,-522,32767,0
12:06.110,-688,32767,0
12:06.123,-779,32767,0
12:06.150,-954,32767,0
12:06.165,-1052,32767,0
12:06.181,-1151,32767,0
12:06.206,-1336,32767,0
12:06.222,-1428,32767,0
12:06.245,-1609,32767,0
12:06.272,-1796,32767,0
12:06.285,-1904,32767,0
12:06.301,-1992,32767,0
12:06.324,-2222,32767,0
12:06.352,-2462,32767,0
12:06.364,-2611,32767,0
12:06.391,-2927,32767,0
12:06.405,-3091,32767,0
12:06.432,-3512,32767,0
12:06.444,-3732,32767,0
12:06.471,-4160,32767,0
12:06.484,-4371,32767,0
12:06.509,-4872,32767,0
12:06.523,-5091,32767,0
12:06.551,-5574,32767,0
12:06.565,-5844,32767,0
12:06.581,-6113,32767,0
12:06.606,-6637,32767,0
12:06.622,-6885,32767,0
12:06.646,-7331,32767,0
12:06.662,-7580,32767,0
12:06.685,-8040,32767,0
12:06.701,-8249,32767,0
12:06.725,-8699,32767,0
12:06.752,-9095,32767,0
12:06.763,-9284,32767,0
12:06.791,-9708,32767,0
12:06.804,-9888,32767,0
12:06.830,-10301,32767,0
12:06.843,-10475,32767,0
12:06.870,-10849,32767,0
12:06.883,-11045,32767,0
12:06.909,-11428,32767,0
12:06.923,-11565,32767,0
12:06.949,-11937,32767,0
12:06.963,-12116,32767,0
12:06.992,-12487,32767,0
12:07.004,-12671,32767,0
12:07.031,-13012,32767,0
12:07.045,-13177,32767,0
12:07.061,-13365,32767,0
12:07.084,-13706,32767,0
12:07.111,-14092,32767,0
12:07.124,-14265,32767,0
12:07.151,-14671,32767,0
12:07.164,-14848,32767,0
12:07.190,-15259,32767,0
12:07.203,-15430,32767,0
12:07.231,-15804,32767,0
12:07.243,-16002,32767,0
12:07.270,-16366,32767,0
12:07.283,-16558,32767,0
12:07.310,-16898,32767,0
12:07.322,-17074,32767,0
12:07.348,-17369,32767,0
12:07.361,-17487,32767,0
12:07.389,-17750,32767,0
12:07.401,-17855,32767,0
12:07.430,-18082,32767,0
12:07.441,-18176,32767,0
12:07.469,-18338,32767,0
12:07.482,-18404,32767,0
12:07.510,-18556,32767,0
12:07.523,-18634,32767,0
12:07.551,-18790,32767,0
12:07.563,-18863,32767,0
12:07.590,-19008,32767,0
12:07.603,-19066,32767,0
12:07.628,-19186,32767,0
12:07.654,-19302,32767,0
12:07.666,-19394,32767,0
12:07.693,-19525,32767,0
12:07.704,-19624,32767,0
12:07.731,-19768,32767,0
12:07.742,-19878,32767,0
12:07.767,-20024,32767,0
12:07.792,-20193,32767,0
12:07.807,-20274,32767,0
12:07.830,-20429,32767,0
12:07.844,-20503,32767,0
12:07.867,-20667,32767,0
12:07.881,-20752,32767,0
12:07.904,-20936,32767,0
12:07.942,-21126,32767,0
12:07.943,-21126,32767,0
12:07.968,-21418,32767,0
12:07.992,-21575,32767,0
12:08.004,-21668,32767,0
12:08.029,-21814,32767,0
12:08.041,-21904,32767,0
12:08.066,-22047,32767,0
12:08.087,-22172,32767,0
12:08.102,-22218,32767,0
12:08.124,-22316,32767,0
12:08.149,-22389,32767,0
12:08.174,-22442,32767,0
12:08.184,-22468,32767,0
12:08.211,-22487,32767,0
12:08.224,-22495,32767,0
12:08.248,-22513,32767,0
12:08.271,-22535,32767,0
12:08.286,-22547,32767,0
12:08.307,-22553,32767,0
12:08.321,-22553,32767,0
12:08.345,-22553,32767,0
12:08.370,-22553,32767,0
12:08.381,-22553,32767,0
12:08.406,-22551,32767,0
12:08.433,-22548,32767,0
12:08.444,-22547,32767,0
12:08.468,-22545,32767,0
12:08.489,-22534,32767,0
12:08.503,-22527,32767,0
12:08.524,-22494,32767,0
12:08.550,-22448,32767,0
12:08.561,-22417,32767,0
12:08.586,-22350,32767,0
12:08.611,-22266,32767,0
12:08.623,-22206,32767,0
12:08.649,-22086,32767,0
12:08.670,-21952,32767,0
12:08.684,-21884,32767,0
12:08.705,-21733,32767,0
12:08.730,-21559,32767,0
12:08.741,-21466,32767,0
12:08.767,-21267,32767,0
12:08.790,-21079,32767,0
12:08.801,-20959,32767,0
12:08.824,-20777,32767,0
12:08.846,-20547,32767,0
12:08.861,-20458,32767,0
12:08.881,-20245,32767,0
12:08.905,-20024,32767,0
12:08.929,-19828,32767,0
12:08.950,-19592,32767,0
12:08.964,-19474,32767,0
12:08.985,-19226,32767,0
12:09.010,-18969,32767,0
12:09.021,-18858,32767,0
12:09.048,-18544,32767,0
12:09.072,-18288,32767,0
12:09.084,-18118,32767,0
12:09.109,-17843,32767,0
12:09.131,-17534,32767,0
12:09.145,-17375,32767,0
12:09.167,-17049,32767,0
12:09.181,-16879,32767,0
12:09.201,-16526,32767,0
12:09.225,-16153,32767,0
12:09.248,-15824,32767,0
12:09.269,-15423,32767,0
12:09.283,-15258,32767,0
12:09.304,-14828,32767,0
12:09.328,-14466,32767,0
12:09.351,-14104,32767,0
12:09.361,-13910,32767,0
12:09.385,-13593,32767,0
12:09.406,-13204,32767,0
12:09.429,-12816,32767,0
12:09.442,-12653,32767,0
12:09.467,-12219,32767,0
12:09.491,-11918,32767,0
12:09.501,-11707,32767,0
12:09.524,-11405,32767,0
12:09.545,-11041,32767,0
12:09.569,-10680,32767,0
12:09.592,-10386,32767,0
12:09.602,-10180,32767,0
12:09.626,-9878,32767,0
12:09.645,-9534,32767,0
12:09.669,-9219,32767,0
12:09.687,-8876,32767,0
12:09.709,-8569,32767,0
12:09.728,-8235,32767,0
12:09.750,-7973,32767,0
12:09.769,-7652,32767,0
12:09.806,-7500,32767,0
12:09.807,-7500,32767,0
12:09.826,-6859,32767,0
12:09.846,-6389,32767,0
12:09.867,-5962,32767,0
12:09.885,-5602,32767,0
12:09.912,-5148,32767,0
12:09.927,-4795,32767,0
12:09.947,-4187,32767,0
12:09.965,-3765,32767,0
12:09.986,-3276,32767,0
12:10.003,-2824,32767,0
12:10.025,-2331,32767,0
12:10.045,-1892,32767,0
12:10.066,-1460,32767,0
12:10.084,-1153,32767,0
12:10.105,-869,32767,0
12:10.124,-626,32767,0
12:10.145,-418,32767,0
12:10.163,-273,32767,0
12:10.184,-128,32767,0
12:10.202,-31,32767,0
12:10.222,51,32767,0
12:10.241,101,32767,0
12:10.263,127,32767,0
12:10.282,129,32767,0
12:10.302,129,32767,0
12:10.332,129,32767,0
12:10.351,129,32767,0
12:10.371,129,32767,0
12:10.387,129,32767,0
12:10.408,129,32767,0
12:10.425,129,32767,0
12:10.444,129,32767,0
12:10.463,129,32767,0
12:10.482,129,32767,0
12:10.508,129,32767,0
12:10.528,129,32767,0
20:10.566,392,32767,0
20:10.587,392,32767,0
20:10.603,392,32767,0
20:10.618,392,32767,0
20:10.649,392,32767,0
20:10.665,392,32767,0
20:10.680,392,32767,0
20:10.695,392,32767,0
20:10.727,392,32767,0
20:10.743,392,32767,0
20:10.758,392,32767,0
20:10.788,392,32767,0
20:10.802,392,32767,0
20:10.818,392,32767,0
20:10.835,392,32767,0
20:10.864,392,32767,0
20:10.878,392,32767,0
20:10.909,392,32767,0
20:10.924,392,32767,0
20:10.940,392,32767,0
20:10.957,392,32767,0
20:10.989,392,32767,0
20:11.005,392,32767,0
20:11.022,392,32767,0
20:11.037,392,32767,0
20:11.068,392,32767,0
20:11.086,392,32767,0
20:11.102,392,32767,0
20:11.117,392,32767,0
20:11.148,392,32767,0
20:11.164,392,32767,0
20:11.180,392,32767,0
20:11.196,392,32767,0
20:11.225,392,32767,0
20:11.240,392,32767,0
20:11.257,392,32767,0
20:11.286,392,32767,0
20:11.303,392,32767,0
20:11.321,392,32767,0
20:11.337,392,32767,0
20:11.356,392,32767,0
20:11.390,392,32767,0
20:11.407,392,32767,0
20:11.424,392,32767,0
20:11.441,392,32767,0
20:11.457,392,32767,0
20:11.488,392,32767,0
20:11.503,392,32767,0
20:11.518,392,32767,0
20:11.535,392,32767,0
20:11.564,392,32767,0
20:11.581,392,32767,0
20:11.596,392,32767,0
20:11.625,392,32767,0
20:11.641,392,32767,0
20:11.655,392,32767,0
20:11.685,392,32767,0
20:11.700,392,32767,0
20:11.716,392,32767,0
20:11.747,392,32767,0
20:11.764,392,32767,0
20:11.780,392,32767,0
20:11.798,392,32767,0
20:11.815,392,32767,4
20:11.844,392,32767,0
20:11.861,392,32767,0
20:11.877,392,32767,0
20:11.908,392,32767,0
20:11.923,392,32767,0
20:11.939,392,32767,0
20:11.968,392,32767,0
20:11.983,392,32767,0
20:12.001,392,32767,0
20:12.018,392,32767,0
20:12.047,392,32767,0
20:12.063,392,32767,0
20:12.079,392,32767,0
20:12.096,392,32767,0
20:12.125,392,32767,0
20:12.142,392,32767,0
20:12.156,392,32767,0
20:12.189,392,32767,0
20:12.206,392,32767,0
20:12.222,392,32767,0
20:12.238,392,32767,0
20:12.268,392,32767,0
20:12.284,392,32767,0
20:12.300,392,32767,0
20:12.315,392,32767,0
20:12.345,392,32767,0
20:12.361,392,32767,0
20:12.378,392,32767,0
20:12.407,392,32767,0
20:12.423,392,32767,0
20:12.440,392,32767,0
20:12.455,392,32767,0
20:12.485,392,32767,0
20:12.500,392,32767,0
20:12.517,392,32767,0
20:12.547,392,32767,0
20:12.563,392,32767,0
20:12.579,392,32767,0
20:12.596,392,32767,0
20:12.628,392,32767,0
20:12.643,392,32767,0
20:12.658,392,32767,0
20:12.687,392,32767,0
20:12.703,392,32767,0
20:12.719,392,32767,0
20:12.749,392,32767,0
20:12.764,392,32767,0
20:12.779,392,32767,0
20:12.808,392,32767,0
20:12.824,392,32767,0
20:12.839,392,32767,0
20:12.869,392,32767,0
20:12.884,392,32767,0
20:12.899,392,32767,0
20:12.929,392,32767,0
20:12.945,392,32767,0
20:12.962,392,32767,0
20:12.978,392,32767,0
20:13.009,392,32767,0
20:13.026,392,32767,0
20:13.041,392,32767,0
20:13.057,392,32767,0
20:13.087,392,32767,0
20:13.103,392,32767,0
20:13.118,392,32767,6
20:13.148,392,32767,0
20:13.163,392,32767,0
20:13.178,392,32767,0
20:13.207,392,32767,0
20:13.224,392,32767,0
20:13.240,392,32767,0
20:13.256,392,32767,0
20:13.286,392,32767,0
20:13.302,392,32767,0
20:13.316,392,32767,0
20:13.347,392,32767,0
20:13.362,392,32767,0
20:13.376,392,32767,0
20:13.407,392,32767,0
20:13.424,392,32767,0
20:13.440,392,32767,0
20:13.455,392,32767,0
20:13.485,392,32767,0
20:13.500,392,32767,0
20:13.515,392,32767,0
20:13.545,392,32767,0
20:13.561,392,32767,0
20:13.577,392,32767,0
20:13.607,392,32767,0
20:13.622,392,32767,0
20:13.637,392,32767,0
20:13.667,392,32767,0
20:13.683,392,32767,0
20:13.699,392,32767,0
20:13.716,392,32767,0
20:13.746,392,32767,0
20:13.761,392,32767,0
20:13.776,392,32767,0
20:13.807,392,32767,0
20:13.824,392,32767,0
20:13.840,392,32767,0
20:13.855,392,32767,0
20:13.886,392,32767,0
20:13.902,392,32767,0
20:13.918,392,32767,0
20:13.935,392,32767,0
20:13.965,392,32767,0
20:13.982,392,32767,0
20:13.999,392,32767,0
20:14.016,392,32767,0
20:14.048,392,32767,0
20:14.065,392,32767,0
20:14.082,392,32767,0
20:14.098,392,32767,0
20:14.127,392,32767,0
20:14.142,392,32767,0
20:14.157,392,32767,0
20:14.186,392,32767,0
20:14.202,392,32767,0
20:14.217,392,32767,0
20:14.248,392,32767,0
20:14.265,392,32767,0
20:14.281,392,32767,0
20:14.296,392,32767,0
20:14.327,392,32767,0
20:14.342,392,32767,0
20:14.358,392,32767,0
20:14.390,392,32767,0
20:14.406,392,32767,0
20:14.422,392,32767,0
20:14.438,392,32767,0
20:14.469,392,32767,0
20:14.485,392,32767,0
20:14.500,392,32767,0
20:14.515,392,32767,0
20:14.544,392,32767,0
20:14.559,392,32767,0
20:14.575,392,32767,0
20:14.605,392,32767,8
20:14.620,392,32767,0
20:14.635,392,32767,0
20:14.668,392,32767,0
20:14.685,392,32767,0
20:14.701,392,32767,0
20:14.716,392,32767,0
20:14.747,392,32767,0
20:14.762,392,32767,0
20:14.776,392,32767,0
20:14.806,392,32767,0
20:14.822,392,32767,0
20:14.838,392,32767,0
20:14.868,392,32767,0
20:14.883,392,32767,0
20:14.899,392,32767,0
20:14.928,392,32767,0
20:14.943,392,32767,0
20:14.959,392,32767,0
20:14.987,392,32767,0
20:15.003,392,32767,0
20:15.019,392,32767,0
20:15.050,392,32767,0
20:15.067,392,32767,0
20:15.083,392,32767,0
20:15.099,392,32767,0
20:15.130,392,32767,0
20:15.146,392,32767,0
20:15.163,392,32767,0
20:15.178,392,32767,0
20:15.207,392,32767,0
20:15.224,392,32767,0
20:15.239,392,32767,0
20:15.268,392,32767,0
20:15.283,392,32767,0
20:15.299,392,32767,0
20:15.328,392,32767,0
20:15.343,392,32767,0
20:15.358,392,32767,0
20:15.387,392,32767,0
20:15.403,392,32767,0
20:15.418,392,32767,0
20:15.448,392,32767,0
20:15.465,392,32767,0
20:15.482,392,32767,0
20:15.500,392,32767,0
20:15.517,392,32767,0
20:15.547,392,32767,0
20:15.564,392,32767,0
20:15.580,392,32767,2
20:15.596,392,32767,0
20:15.626,392,32767,0
20:15.641,392,32767,0
20:15.658,392,32767,0
20:15.688,392,32767,0
20:15.703,392,32767,0
20:15.719,392,32767,0
20:15.737,392,32767,0
20:15.767,392,32767,0
20:15.783,392,32767,0
20:15.799,392,32767,0
20:15.828,392,32767,0
20:15.843,392,32767,0
20:15.860,392,32767,0
20:15.877,392,32767,0
20:15.908,392,32767,0
20:15.923,392,32767,0
20:15.939,392,32767,0
20:15.968,392,32767,0
20:15.983,392,32767,0
20:15.998,392,32767,0
20:16.029,392,32767,0
20:16.045,392,32767,0
20:16.060,392,32767,0
20:16.077,392,32767,0
20:16.107,392,32767,0
20:16.122,392,32767,0
20:16.138,392,32767,0
20:16.167,392,32767,0
20:16.183,392,32767,0
20:16.198,392,32767,0
20:16.228,392,32767,0
20:16.244,392,32767,0
20:16.260,392,32767,0
20:16.275,392,32767,0
20:16.307,392,32767,0
20:16.324,392,32767,0
20:16.339,392,32767,0
20:16.355,392,32767,0
20:16.385,392,32767,0
20:16.400,392,32767,0
20:16.416,392,32767,0
20:16.445,392,32767,0
20:16.461,392,32767,0
20:16.476,392,32767,0
20:16.506,392,32767,0
20:16.521,392,32767,0
20:16.537,392,32767,0
20:16.565,392,32767,0
20:16.581,392,32767,0
20:16.596,392,32767,0
20:16.626,392,32767,0
20:16.641,392,32767,0
20:16.656,392,32767,0
20:16.685,392,32767,0
20:16.702,392,32767,0
20:16.718,392,32767,0
20:16.735,392,32767,0
20:16.765,392,32767,0
20:16.781,392,32767,0
20:16.796,392,32767,0
20:16.827,392,32767,0
20:16.842,392,32767,0
20:16.857,392,32767,0
20:16.886,392,32767,0
20:16.901,392,32767,0
20:16.916,392,32767,0
20:16.946,392,32767,0
20:16.962,392,32767,0
20:16.977,392,32767,0
20:17.006,392,32767,0
20:17.022,392,32767,0
20:17.038,392,32767,0
20:17.067,392,32767,0
20:17.082,392,32767,0
20:17.098,392,32767,0
20:17.116,392,32767,0
20:17.147,392,32767,0
20:17.163,392,32767,0
20:17.179,392,32767,0
20:17.208,392,32767,0
20:17.223,392,32767,0
20:17.239,392,32767,0
20:17.255,392,32767,0
20:17.285,392,32767,0
20:17.300,392,32767,0
20:17.316,392,32767,0
20:17.347,388,32767,0
20:17.362,378,32767,0
20:17.379,344,32767,0
20:17.395,270,32767,0
20:17.425,-21,32767,0
20:17.443,-183,32767,0
20:17.459,-403,32767,0
20:17.476,-609,32767,0
20:17.506,-1116,32767,0
20:17.524,-1418,32767,0
20:17.540,-1756,32767,0
20:17.556,-2153,32767,0
20:17.587,-2932,32767,0
20:17.603,-3298,32767,0
20:17.619,-3711,32767,0
20:17.635,-4131,32767,0
20:17.666,-4985,32767,0
20:17.682,-5391,32767,0
20:17.697,-5783,32767,0
20:17.729,-6481,32767,0
20:17.746,-6819,32767,0
20:17.762,-7161,32767,0
20:17.778,-7445,32767,0
20:17.809,-7897,32767,0
20:17.824,-8082,32767,0
20:17.840,-8227,32767,0
20:17.855,-8333,32767,0
20:17.886,-8412,32767,0
20:17.902,-8399,32767,0
20:17.917,-8356,32767,0
20:17.950,-8173,32767,0
20:17.966,-7994,32767,0
20:17.982,-7786,32767,0
20:17.999,-7535,32767,0
20:18.015,-7253,32767,0
20:18.046,-6634,32767,0
20:18.061,-6249,32767,0
20:18.076,-5820,32767,0
20:18.106,-4967,32767,0
20:18.122,-4473,32767,0
20:18.138,-4026,32767,0
20:18.169,-2987,32767,0
20:18.185,-2452,32767,0
20:18.202,-1947,32767,0
20:18.218,-1445,32767,0
20:18.247,-481,32767,0
20:18.264,-84,32767,0
20:18.280,349,32767,0
20:18.296,812,32767,0
20:18.329,1492,32767,0
20:18.345,1858,32767,0
20:18.362,2154,32767,0
20:18.378,2444,32767,0
20:18.395,2656,32767,0
20:18.425,2912,32767,0
20:18.440,2963,32767,0
20:18.456,2956,32767,0
20:18.487,2825,32767,0
20:18.503,2689,32767,0
20:18.518,2504,32767,0
20:18.548,2031,32767,0
20:18.563,1760,32767,0
20:18.580,1418,32767,0
20:18.596,1010,32767,0
20:18.625,285,32767,0
20:18.642,-164,32767,0
20:18.658,-607,32767,0
20:18.691,-1552,32767,0
20:18.707,-2090,32767,0
20:18.723,-2563,32767,0
20:18.738,-3041,32767,0
20:18.755,-3519,32767,0
20:18.787,-4428,32767,0
20:18.804,-4872,32767,0
20:18.820,-5344,32767,0
20:18.835,-5729,32767,0
20:18.865,-6379,32767,0
20:18.881,-6639,32767,0
20:18.898,-6890,32767,0
20:18.928,-7259,32767,0
20:18.945,-7389,32767,0
20:18.961,-7477,32767,0
20:18.976,-7526,32767,0
20:19.006,-7518,32767,0
20:19.023,-7477,32767,0
20:19.039,-7408,32767,0
20:19.056,-7307,32767,0
20:19.087,-7032,32767,0
20:19.103,-6851,32767,0
20:19.118,-6643,32767,0
20:19.148,-6189,32767,0
20:19.165,-5946,32767,0
20:19.183,-5618,32767,0
20:19.200,-5276,32767,0
20:19.215,-4911,32767,0
20:19.246,-4270,32767,0
20:19.261,-3972,32767,0
20:19.277,-3637,32767,0
20:19.308,-2969,32767,0
20:19.324,-2646,32767,0
20:19.340,-2346,32767,0
20:19.356,-2107,32767,0
20:19.385,-1631,32767,0
20:19.400,-1458,32767,0
20:19.416,-1292,32767,0
20:19.446,-1061,32767,0
20:19.462,-982,32767,0
20:19.477,-930,32767,0
20:19.506,-902,32767,0
20:19.522,-904,32767,0
20:19.539,-910,32767,0
20:19.570,-919,32767,0
20:19.587,-920,32767,0
20:19.603,-920,32767,0
20:19.619,-920,32767,0
20:19.635,-920,32767,0
20:19.665,-918,32767,0
20:19.681,-918,32767,0
20:19.698,-918,32767,0
20:19.728,-918,32767,0
20:19.745,-918,32767,0
20:19.759,-918,32767,0
20:19.775,-918,32767,0
20:19.806,-918,32767,5
20:19.821,-918,32767,0
20:19.837,-918,32767,0
20:19.868,-918,32767,0
20:19.884,-918,32767,0
20:19.899,-918,32767,0
20:19.915,-918,32767,0
20:19.944,-918,32767,0
20:19.960,-918,32767,0
20:19.976,-918,32767,0
20:20.008,-918,32767,0
20:20.023,-918,32767,0
20:20.040,-918,32767,0
20:20.055,-918,32767,0
20:20.087,-918,32767,0
20:20.102,-918,32767,0
20:20.119,-918,32767,0
20:20.136,-918,32767,0
20:20.168,-918,32767,0
20:20.185,-918,32767,0
20:20.202,-918,32767,0
20:20.219,-918,32767,0
20:20.247,-918,32767,0
20:20.263,-918,32767,0
20:20.279,-918,32767,0
20:20.307,-918,32767,0
20:20.323,-918,32767,0
20:20.338,-918,32767,0
20:20.355,-918,32767,0
20:20.386,-918,32767,0
20:20.404,-918,32767,0
20:20.421,-918,32767,0
20:20.437,-918,32767,0
20:20.468,-918,32767,0
20:20.483,-918,32767,0
20:20.499,-918,32767,0
20:20.515,-918,32767,0
20:20.546,-918,32767,0
20:20.563,-918,32767,0
20:20.579,-918,32767,0
20:20.608,-918,32767,0
20:20.624,-918,32767,0
20:20.638,-918,32767,0
20:20.668,-918,32767,0
20:20.683,-918,32767,0
20:20.697,-918,32767,0
20:20.728,-918,32767,0
20:20.744,-918,32767,0
20:20.759,-918,32767,0
20:20.776,-918,32767,0
20:20.808,-918,32767,0
20:20.825,-918,32767,0
20:20.842,-918,32767,0
20:20.858,-918,32767,0
20:20.888,-918,32767,0
20:20.903,-918,32767,0
20:20.919,-918,32767,0
20:20.950,-918,32767,0
20:20.964,-918,32767,0
20:20.980,-918,32767,0
20:20.996,-918,32767,0
20:21.025,-918,32767,0
20:21.040,-918,32767,0
20:21.057,-918,32767,0
20:21.088,-918,32767,0
20:21.103,-918,32767,0
20:21.118,-918,32767,0
20:21.148,-918,32767,0
20:21.163,-918,32767,0
20:21.178,-918,32767,0
20:21.210,-918,32767,0
20:21.226,-918,32767,0
20:21.243,-918,32767,0
20:21.259,-918,32767,0
20:21.288,-918,32767,0
20:21.303,-918,32767,0
20:21.318,-918,32767,0
20:21.349,-918,32767,0
20:21.364,-918,32767,0
20:21.379,-918,32767,0
20:21.409,-918,32767,0
20:21.424,-918,32767,0
20:21.440,-918,32767,0
20:21.455,-918,32767,0
20:21.484,-918,32767,0
20:21.499,-918,32767,0
20:21.530,-918,32767,0
20:21.546,-918,32767,0
20:21.562,-918,32767,0
20:21.578,-918,32767,0
20:21.609,-918,32767,0
20:21.624,-918,32767,0
20:21.641,-918,32767,0
20:21.657,-918,32767,0
20:21.687,-918,32767,0
20:21.703,-918,32767,0
20:21.719,-918,32767,0
20:21.735,-918,32767,0
20:21.764,-918,32767,0
20:21.779,-918,32767,0
20:21.809,-918,32767,0
20:21.825,-918,32767,0
20:21.841,-918,32767,0
20:21.858,-918,32767,0
20:21.887,-918,32767,0
20:21.903,-918,32767,0
20:21.919,-918,32767,0
20:21.935,-918,32767,0
20:21.964,-918,32767,0
15:05.969,0,0,0
15:05.991,0,0,0
15:06.010,0,0,0
15:06.028,0,0,0
15:06.046,0,0,0
15:06.063,0,0,0
15:06.081,0,0,0
15:06.113,0,0,0
15:06.128,0,0,0
15:06.145,0,0,0
15:06.161,0,0,0
